"siret","code","workforce_count","coordinates","usual_name"
"44883456400016","10.85Z",35,"(44.604874,2.292152)","CARRIER RESTAURATION"
"38067825000073","10.39B",75,"(43.437783,5.247438)","MAITRE PRUNILLE"
"33215947400037","28.92Z",75,"(43.49634,5.34289)","ITECA SOCADEI"
"40268412000122","38.12Z",75,"(43.473734,4.888871)","PHOENIX SERVICES FRANCE"
"33810684200044","29.20Z",35,"(43.492695,5.378463)","TITAN AVIATION"
"34119736600030","10.13A",150,"(43.644968,5.580297)","ABC INDUSTRIE"
"53869504000054","20.13B",375,"(43.422347,4.850553)","KEM ONE"
"45720861900116","10.41B",35,"(43.434867,5.244561)","LESIEUR"
"42708042900025","10.13A",35,"(44.580634,2.080888)","ETABLISSEMENTS L. SERRAULT"
"48158189000037","26.60Z",150,"(43.493212,5.345815)","SUPERSONIC IMAGINE"
"50149843000039","35.11Z",35,"(43.473734,4.888871)","ENGIE THERMIQUE FRANCE"
"34197407900012","10.11Z",150,"(49.021803,-0.043182)","EVA"
"49916279000012","96.02A",75,"(48.296613,4.075025)","TCHIP COIFFURE"
"50230021300035","22.29A",35,"(46.166359,-1.09913)","C3 TECHNOLOGIES"
"43929665800032","22.21Z",35,"(45.46771,-0.148015)","PLASTIQUES VENTHENAT ET COMPAGNIE"
"79326542200030","30.11Z",35,"(46.159762,-1.106245)","SPARCRAFT"
"33856725800011","27.11Z",375,"(45.644809,0.14074)","MOTEURS LEROY SOMER"
"31688318000036","30.30Z",150,"(45.958165,-0.962287)","SIMAIR"
"39224770600048","17.29Z",35,"(49.154512,-0.47875)","DIMA ETIQUETAGE"
"34926142000013","11.01Z",35,"(45.470128,-0.22113)","DOMAINES FRANCIS ABECASSIS"
"47914788600069","32.13Z",35,"(45.904337,-1.261429)","RETOUR DE PLAGE"
"34466296000014","31.09B",35,"(45.124412,1.897001)","SIBO"
"55208131789177","35.11Z",35,"(49.201956,-0.38974)","EDF"
"70198020300700","38.11Z",35,"(45.464357,-0.571975)","SUEZ RV SUD OUEST"
"39389182500027","10.72Z",75,"(45.582332,-0.553171)","COLIBRI"
"33856725800029","27.11Z",375,"(45.665571,0.175621)","MOTEURS LEROY SOMER"
"31016027000115","23.61Z",35,"(49.144901,-0.454511)","ALKERN CAEN"
"39204698300012","16.23Z",35,"(49.112094,-0.186009)","SAVARE CHARPENTE"
"90562003500014","11.01Z",375,"(45.696289,-0.331305)","SOCIETE JAS HENNESSY ET COMPAGNIE"
"65182022700015","16.21Z",35,"(45.338023,0.198424)","ETABLISSEMENTS BURGUET"
"52851071200086","38.21Z",35,"(49.147475,0.260342)","VEOLIA RECYCLAGE VALORISATION NORMANDIE"
"61182039000015","11.01Z",35,"(45.895101,0.013112)","GEMACO"
"52725008800020","28.30Z",150,"(45.683884,-0.328805)","GREGOIRE"
"52728011900019","23.61Z",75,"(45.658452,-0.94903)","PRODUITS PREFABRIQUES DU SUD OUEST"
"39086939400028","16.24Z",35,"(45.657021,-0.29452)","SARL SABOURAUD"
"65182017700012","22.19Z",75,"(45.665105,0.247265)","SOC INDUST DIVERSES APPLIC CAOUTCHOUC"
"38269739900048","26.51B",75,"(45.943988,0.909248)","MICRO-CONTROLE-SPECTRA PHYSICS"
"38484600200028","38.11Z",35,"(45.15051,1.467021)","ASSOC RAMAS BRIVISTE REVAL ENVIRONNEMENT"
"43988712600027","21.20Z",75,"(45.596417,-0.065981)","LABORATOIRE AJC PHARMA"
"72382005600015","25.29Z",150,"(49.219301,-0.220826)","ATELIER CHANTIER GRANDE BRUYERE"
"32247130100026","25.29Z",75,"(45.570731,-0.413998)","CHALVIGNAC SAS"
"47725004700016","13.92Z",35,"(49.416238,0.252199)","ABRITEZ-VOUS CHEZ NOUS"
"33524390300010","17.21A",35,"(49.278418,-0.136621)","INTERNATIONAL PAPER CABOURG SAS"
"33854705200039","10.71A",75,"(49.292284,0.194128)","TIPIAK PANIFICATION"
"43899015200029","20.42Z",35,"(49.393672,0.254403)","COSMOLUXE"
"37924870100029","10.71A",225,"(48.906339,-0.208602)","TARTEFRAIS"
"32421463400028","25.11Z",75,"(49.286519,-0.346853)","TSEIN"
"38472660000024","10.82Z",35,"(49.293167,-0.071829)","SA PATRELLE"
"34028541000015","29.32Z",35,"(49.279314,-0.092433)","POMMIER DIVES"
"33308584300022","25.11Z",35,"(49.422254,0.259317)","SARL METALLERIE MENUISERIE ACIER CHAUDRONNERIE CHARPENTE SOMAC"
"39342147400023","22.19Z",150,"(49.340977,-0.752236)","PIERCAN"
"35268177900018","10.71A",75,"(45.465772,-0.14761)","LES MOULINS DE SAINT PREUIL"
"78522642400048","28.29A",75,"(48.892221,-0.183435)","ERCA"
"38203699400012","10.61A",35,"(45.920573,0.452303)","MOULINS CENTRE ATLANTIQUE"
"31468572800060","10.83Z",35,"(46.160417,-1.101782)","CAFES MERLING GESTION"
"30844885100078","10.20Z",150,"(45.44834,-0.439586)","DELABLI"
"32362221700012","16.24Z",75,"(45.448463,-0.440288)","TONNELERIE RADOUX"
"37966104400048","31.01Z",35,"(46.309661,-1.006105)","JCD AGENCEMENT"
"44490960000025","01.30Z",35,"(45.738724,-0.820318)","SAS PEPINIERES DE CORME ROYAL"
"33748212900067","27.12Z",35,"(45.719326,-0.64844)","AUTOMATISME MAINTENANCE ELECTRIQUE"
"50166386800013","01.24Z",75,"(45.728737,-0.713239)","EARL SAINTONGE FRUITIERE"
"42920066000018","10.11Z",35,"(46.109369,-0.760063)","SOC SURGERIENNE D'ABATTAGE"
"44318286000025","29.20Z",35,"(45.875371,-0.460782)","CCM SIMONNEAU"
"62203708300293","20.13B",375,"(46.153864,-1.196872)","RHODIA OPERATIONS"
"42247394200015","01.24Z",35,"(47.188826,2.444399)","EARL FROMENGEUX"
"31774753300014","28.93Z",75,"(47.184248,2.613856)","ESTEVE SAS"
"32969100000015","24.20Z",75,"(47.166117,2.368805)","LBE SA"
"32715372200068","29.31Z",375,"(49.166897,-0.315312)","SC2N"
"30022172800011","38.21Z",35,"(49.197093,-0.286937)","INCINERATION RESIDUS URBAIN AGGLO CAEN"
"33975596900039","31.09B",150,"(49.159625,-0.45422)","COULIDOOR"
"40310680000010","10.51C",150,"(49.014754,0.409225)","SOCIETE FROMAGERE D'ORBEC"
"50454610200121","22.23Z",75,"(49.197021,-0.292381)","B'PLAST INDUSTRIE"
"34210012000050","25.71Z",75,"(48.850025,-0.883369)","DEGRENNE"
"38179273800019","25.11Z",35,"(48.955518,-0.93373)","LEMARCHAND"
"38968162800019","10.13A",35,"(44.855437,2.230441)","MAS S.A.S."
"34534986400024","27.90Z",35,"(45.676916,0.219325)","ELECTRONIQUE TECHNOLOGIE - ETSA"
"40672007800012","31.02Z",150,"(44.965131,2.61758)","PYRAM INDUSTRIES"
"57645067000046","10.91Z",35,"(49.204403,-0.512835)","SANDERS OUEST"
"32046460500015","11.01Z",150,"(45.678394,-0.173647)","COURVOISIER LE COGNAC DE NAPOLEON"
"54204136300038","21.20Z",75,"(49.209419,-0.342133)","SCHERING-PLOUGH"
"31481545700028","10.51C",150,"(45.732168,-0.235542)","LAITERIE GRAND'OUCHE"
"33418038700014","10.11Z",35,"(45.778713,0.336666)","BOYAUDERIE DES CHARENTES"
"95450343900273","27.12Z",225,"(45.671034,0.194856)","SCHNEIDER ELECTRIC INDUSTRIES SAS"
"57201066800042","27.11Z",35,"(45.591716,-0.049645)","BERTRAND POLICO"
"44113380800101","30.11Z",750,"(45.677826,0.222721)","NAVAL GROUP"
"43404361800033","38.11Z",75,"(45.678736,-0.303868)","VEOLIA PROPRETE POITOU-CHARENTES"
"90592016100015","16.23Z",35,"(45.68287,-0.180953)","ETABLISSEMENTS ANDRE CROUZILLES"
"78122940600025","13.10Z",35,"(45.591615,0.140486)","DESCHAMPS"
"71555009100022","37.00Z",75,"(45.647362,-1.054562)","COMPAGNIE DES EAUX DE ROYAN"
"90552017700015","11.01Z",75,"(45.681433,-0.184698)","LOUIS ROYER"
"31497178900024","10.11Z",35,"(45.662233,-1.010815)","SOCIETE ROYANNAISE DE VIANDES ET SALAISONS"
"38211923800063","38.11Z",75,"(47.118753,2.439754)","CTSP CENTRE"
"77564414900053","38.11Z",35,"(45.947968,-1.32732)","NICOLLIN SAS"
"51108990600016","01.24Z",75,"(47.373078,2.464173)","SARL LES BERGERONS"
"30907239500028","25.11Z",35,"(47.0438,2.331515)","ETABLISSEMENTS BERTRAND LABONNE"
"53323207000029","20.15Z",75,"(47.25131,1.953377)","BERNARDY"
"38008483000021","22.22Z",35,"(45.251855,1.536268)","TEMAPLAST"
"34103985700337","37.00Z",75,"(45.955731,-0.537603)","SNATI"
"44104899800013","26.12Z",75,"(49.393672,0.254403)","ALLIANSYS"
"35154700500014","03.21Z",35,"(45.768005,-1.137921)","ETABLISSEMENTS LAMAISON"
"48437283400016","03.21Z",35,"(45.932431,-1.252153)","EARL PIERRE CHEMIN"
"53780573100024","58.14Z",35,"(46.083643,-1.073368)","STRATEGIES & COMMUNICATION"
"39327482400019","20.59Z",75,"(44.829513,0.336758)","BERKEM"
"99575028800012","28.25Z",375,"(46.349809,2.229598)","DAGARD"
"99675003000040","28.93Z",150,"(45.960489,2.188757)","ELECTROLUX PROFESSIONNEL"
"01715010300046","20.41Z",35,"(47.279652,5.054001)","HYGIENE & NATURE"
"49325490800087","17.21A",150,"(47.28053,5.051333)","SMURFIT KAPPA FRANCE"
"31417553000026","32.12Z",75,"(47.2398,5.9926)","SFM JOAILLERIE"
"77557095500242","10.91Z",35,"(47.198354,5.86303)","COOPADOU"
"40971328600022","27.90Z",75,"(48.435014,-2.138937)","PROMOCAB INDUSTRIE"
"32882392700012","10.71A",375,"(45.366517,0.703809)","MADEMOISELLE DESSERTS VALADE"
"70282046500053","25.73B",35,"(47.1817,5.82525)","JONE ORTI"
"71206150600051","27.33Z",150,"(45.402022,1.380248)","MECATRACTION"
"34471383900027","20.16Z",150,"(47.291061,5.134848)","BENVIC SAS"
"34440372000016","22.23Z",35,"(47.266731,4.554706)","U2 P.P.P"
"34348850800734","38.21Z",75,"(47.337826,5.102563)","SUEZ RV CENTRE EST"
"03638006100048","23.70Z",35,"(47.098001,4.911643)","SETP"
"48344501100016","27.51Z",35,"(47.008759,5.154497)","ADVENTYS"
"32631335000018","38.11Z",35,"(47.004264,4.921082)","BOURGOGNE DECHETS SERVICES"
"52274328500051","23.70Z",35,"(47.766091,4.570237)","SOCIETE NOUVELLE SOGEPIERRE SAS"
"43193093200014","10.72Z",35,"(48.549119,-3.110746)","ST MICHEL GUINGAMP"
"30364986700015","23.64Z",35,"(45.148105,0.550178)","SOC DORDOGNAISE CHAUX CIMENTS ST ASTIER"
"68282021200038","28.99B",35,"(47.2376,5.98191)","SOCIETE ROLAND BAILLY"
"80489728800010","17.12Z",150,"(44.835242,0.71223)","AHLSTROM-MUNKSJO ROTTERSAC"
"32835873400064","27.40Z",35,"(47.2649,6.05936)","GRUPO ANTOLIN BESANCON"
"39328005200019","10.51C",75,"(46.915901,6.336387)","FROMAGERIE BADOZ"
"32025171300014","29.32Z",35,"(44.892563,4.889645)","DPIA"
"48112740500027","10.72Z",35,"(45.112061,0.438601)","BISCOTTERIE LA CHANTERACOISE"
"62282003300018","16.23Z",35,"(46.858898,6.372557)","COFRECO SA"
"40315823100023","23.61Z",35,"(46.93475,6.332001)","PREFA BETON"
"44920741400037","20.51Z",150,"(44.845071,0.508837)","EURENCO"
"39259470100014","28.92Z",35,"(47.2125,5.96872)","DATC EUROPE"
"32308569600025","10.51C",35,"(46.965683,6.273937)","FROMAGERIE NAPIOT"
"34799419600017","29.20Z",150,"(48.467265,-2.535602)","CENTIGON"
"39526947500038","10.13B",75,"(48.468122,-2.765828)","CHARCUTERIE LA JEANNETTE"
"37931308300022","10.12Z",225,"(48.204528,-2.946045)","BOSCHER VOLAILLES"
"32234464900015","16.23Z",75,"(46.277432,1.509085)","ADAM"
"49658010100020","10.91Z",35,"(48.405539,-2.862224)","ETABLISSEMENTS LE MEN SA"
"77737984300017","10.91Z",375,"(48.465678,-2.531911)","SOCIETE COOPERATIVE AGRICOLE LE GOUESSANT"
"34492019400018","16.10A",35,"(45.721456,1.912469)","AB"
"39205635400013","25.99B",75,"(47.185427,6.409509)","F.M. INDUSTRIES"
"71282097600074","10.51C",35,"(47.122065,6.249183)","P.F.C.E."
"38272223900029","26.52Z",150,"(47.203962,6.824124)","FRESARD COMPOSANTS"
"50053124900018","25.21Z",35,"(45.260465,0.193277)","ALLSUN"
"53429528200022","10.12Z",150,"(45.1379,1.29151)","LES FERMIERS DU PERIGORD"
"49009659100204","08.12Z",35,"(45.404193,0.828723)","IMERYS CERAMICS FRANCE"
"01575153000054","10.72Z",75,"(47.323775,5.018072)","MAISON DU PAIN D'EPICES"
"45099036100070","10.11Z",225,"(48.469207,-2.549364)","SERVAGROUPE PRESTATION"
"48728001800523","58.14Z",35,"(48.684179,-3.362691)","PUBLIHEBDOS"
"24201005600032","37.00Z",150,"(41.92991,8.73873)","SERVICE ASSAINISSEMENT"
"51050509200013","01.13Z",35,"(48.642479,-4.335061)","SARL CARMINE"
"43422235200057","20.41Z",35,"(44.420943,4.893337)","DURANCE PRODUCTION"
"30834849900093","28.14Z",75,"(49.260622,1.791233)","MECA INOX"
"08688003600461","38.11Z",75,"(48.426806,1.455006)","VEOLIA PROPRETE REGION CO DECHET CENTRE"
"62200758100029","23.91Z",75,"(48.43293,1.508797)","ASAHI DIAMOND"
"37940287800027","10.39A",35,"(44.13199,4.117464)","SENFAS"
"55208173900039","22.22Z",750,"(49.249704,1.199634)","APTAR LE VAUDREUIL"
"33913863800053","32.50A",35,"(43.8395,4.421472)","DEDIENNE SANTE"
"34909410200010","22.11Z",35,"(49.354934,1.352625)","BRUNEL PNEUS"
"47989032900010","26.12Z",35,"(44.968258,4.880281)","PIGE ELECTRONIQUE"
"55215014600033","28.29A",75,"(48.9943,1.155644)","SOCIETE P K B"
"37568013900140","14.14Z",375,"(47.977617,-4.035832)","ARMOR LUX"
"41025874300021","23.61Z",35,"(49.298869,1.078915)","PREGA"
"32728036800157","10.85Z",150,"(48.102264,-4.000549)","MARIE"
"43257043000012","10.20Z",35,"(47.876281,-3.916096)","PECHERIES CELTIQUES"
"32514746000019","25.93Z",35,"(48.418792,1.35537)","D.M.A. ARMATURES"
"32495827100011","28.99B",75,"(49.094811,0.607467)","BERNAY AUTOMATION SA"
"41899726800010","22.22Z",35,"(44.494643,4.745776)","A 3 P"
"60298036900014","20.53Z",35,"(44.17394,5.445646)","H REYNAUD ET FILS MATIERES PREMIERES AROMATIQUES"
"38978396000070","22.19Z",150,"(44.894798,4.88764)","GROUPE SCAPA FRANCE"
"41969169600019","20.30Z",35,"(44.895624,4.8869)","CIN MONOPOL"
"70298022800010","28.15Z",35,"(44.522903,5.06235)","SOC LUFRA"
"40819363900015","28.25Z",35,"(44.878096,4.86756)","SOFATH"
"35094114200027","16.10A",35,"(49.359524,0.404241)","SCIERIE EXPLOI FORESTIERE BOULLEVILLAISE"
"38079244000022","32.99Z",35,"(44.778301,4.842434)","BIOLINE AGROSCIENCES FRANCE"
"41315667000015","10.39A",75,"(48.089263,1.701267)","SA FERME DES ARCHES"
"53846586500011","22.29A",225,"(49.203204,0.71328)","HOWA TRAMICO"
"38050548700013","20.42Z",35,"(48.619942,-4.530086)","AGRIMER"
"44859636100023","24.42Z",150,"(48.429137,1.459552)","HYDRO EXTRUSION LUCE/CHATEAUROUX"
"52844813700026","22.19Z",150,"(48.438291,1.533002)","MAFLOW FRANCE AUTOMOTIVE"
"33980603600036","13.92Z",35,"(47.978623,-4.012763)","OUTILS OCEANS"
"75850100100625","27.33Z",35,"(48.508861,1.057972)","LEGRAND FRANCE"
"33760421900028","25.11Z",35,"(48.424752,-4.604859)","SARL LOBLIGEOIS FILS"
"33815958500029","22.22Z",35,"(47.98576,-4.425146)","FOUBERT PAPIERS PLASTIQUES"
"42109988800024","10.20Z",75,"(47.81737,-4.375731)","SOCIETE JEAN FRANCOIS FURIC"
"34150232600034","20.42Z",75,"(44.171341,4.388671)","LABORATOIRE GRAVIER"
"41982273900019","01.23Z",35,"(42.137861,9.442356)","EARL JMP"
"33790291000013","20.13B",35,"(44.358788,4.728763)","SODEREC INTERNATIONAL"
"43588073700018","28.30Z",35,"(45.25744,4.822492)","ETABLISSEMENTS GRENIER FRANCO"
"35396431500025","10.89Z",75,"(44.286856,4.939119)","JULES BROCHENIN"
"45324653000019","23.43Z",35,"(45.185443,4.81385)","CERALEP SN"
"43548052000012","10.82Z",375,"(45.068519,4.844081)","VALRHONA"
"81021271200014","13.96Z",35,"(49.316395,1.17514)","A.C GM"
"37932725700018","22.29B",35,"(48.526587,1.688515)","REVOLUPLAST"
"35157805900013","17.29Z",35,"(48.60336,1.684566)","TOURNEVILLE SECUREX"
"66735008600035","38.12Z",150,"(49.252051,1.180257)","MAILLOT SAS"
"47982472400062","20.42Z",225,"(49.256954,1.192522)","JOHNSON & JOHNSON SANTE BEAUTE FRANCE"
"31293796400012","10.72Z",75,"(48.235122,-3.73006)","BISCUITERIE YANNICK"
"39028264800026","25.21Z",750,"(48.593412,-3.826245)","SERMETA"
"40326458300010","20.42Z",75,"(48.38998,-4.266311)","TECHNATURE"
"77557600200015","21.20Z",375,"(48.721655,1.370288)","SYNERLAB"
"37568013900157","14.14Z",35,"(47.992874,-4.079049)","ARMOR LUX"
"75095194900015","22.29B",35,"(48.586176,1.446471)","VKF RENZEL FRANCE"
"35204129700032","22.11Z",35,"(47.964599,-4.14575)","SOCIETE NOUVELLE ATLANTIQUE BRETAGNE RECHAPAGE"
"48364403500048","10.11Z",225,"(48.522795,-4.069219)","AGRO OUEST SERVICES"
"82493490500012","10.12Z",75,"(48.514531,-3.578463)","TILLY SABCO INTERNATIONAL"
"49235647200034","25.11Z",150,"(48.519926,-4.072123)","EGG-CHICK AUTOMATED TECHNOLOGIES"
"41074887500011","27.11Z",35,"(44.145193,4.099906)","C.E.L. FRANCE"
"38592023600044","23.61Z",35,"(44.045871,4.082926)","S C C A T"
"76650001100024","17.21A",225,"(48.188204,1.93125)","DS SMITH PACKAGING CONSUMER"
"30696611000042","71.11Z",35,"(48.391773,-4.483744)","AGENCE DEVELOP URBANISME PAYS DE BREST"
"33483232600022","22.29B",35,"(43.808284,7.175379)","WINDOW FRANCE"
"48936082600015","25.11Z",35,"(46.226657,4.99245)","METALLERIE GIROUD"
"51121937000018","30.11Z",35,"(46.167356,5.564408)","CEI"
"49458079800028","35.11Z",35,"(46.271515,3.299745)","TOTAL DIRECT ENERGIE - CENTRALE ELECTRIQUE BAYET"
"38425487600012","01.24Z",35,"(43.834992,5.80823)","EARL BOUTEILLE"
"33402378500010","27.12Z",35,"(46.441611,5.089562)","SOC NELLE FACONNIERS BRESSANS"
"45106373900135","26.30Z",35,"(43.611107,7.017448)","HUAWEI"
"31893173000028","27.12Z",150,"(44.728515,4.603602)","CONSTRUCTION ELECTRIQUE DU VIVARAIS"
"50160475500147","38.21Z",75,"(49.988788,3.643614)","ATEMAX FRANCE"
"32199536700059","20.59Z",75,"(50.084074,4.723153)","SPRAYTEC"
"39924000100046","25.92Z",150,"(46.128972,5.812804)","BALL AEROSOL PACKAGING FRANCE S.A.S"
"38892485400028","32.50A",375,"(45.951955,4.756119)","SOFRADIM PRODUCTION"
"39496289800026","22.29A",35,"(46.212847,5.555223)","VAPE PLAST"
"75920110600052","31.09B",75,"(46.281243,5.664889)","GROSFILLEX-M.PLAST-MOBIL-CONTRA-FANTA..."
"76020022000027","22.29A",35,"(46.261234,5.629852)","BUATHIER SAS"
"81722017100034","23.61Z",35,"(45.89122,5.207152)","ALKERN MEXIMIEUX"
"44921912000010","30.20Z",35,"(49.920676,4.072616)","KLEIN ACCESS DESIGN"
"75134212200015","28.99B",35,"(49.598735,3.374993)","MANUFACTURE DE CARROUSELS 1900"
"50955345900108","11.02A",35,"(49.071356,3.537623)","CHAMP RUINART  KRUG  V FINS DE CHAMPAGNE"
"75620035800049","22.22Z",150,"(46.28484,5.161156)","CONCEPTION MOULAGE SERVICE DE L'INDUSTRI"
"54201442800321","10.51D",375,"(50.007748,3.692919)","NESTLE FRANCE"
"39876060300017","01.30Z",35,"(44.948189,4.871941)","PEPINIERES JACQUET"
"33140593600047","38.11Z",150,"(43.636446,7.128372)","VEOLIA PROPRETE"
"81238425300017","22.29B",35,"(46.262111,5.612144)","CODITECH"
"43392600300016","27.90Z",75,"(45.740112,5.543683)","A G P"
"30275135900027","25.11Z",35,"(44.712875,4.711415)","SOCIETE DEKO"
"75850100100260","27.33Z",375,"(43.605281,7.072938)","LEGRAND FRANCE"
"41028670200023","13.96Z",375,"(45.841314,5.064028)","HEXCEL COMPOSITES"
"41555011000019","25.92Z",375,"(43.638218,6.955024)","TOURNAIRE SA"
"31533256900013","10.51C",150,"(50.017363,3.795835)","LES FROMAGERS DE THIERACHE"
"34934109900035","22.29A",35,"(46.267639,5.608879)","ETS RENE MAIRE"
"52410917000018","20.14Z",35,"(46.201097,5.228757)","FX SOLUTIONS"
"60203575000036","32.50A",75,"(46.585331,3.060248)","MORIA SA"
"73201705800049","28.29B",225,"(49.95137,3.475093)","MAHLE FILTERSYSTEME FRANCE SAS"
"34173799700013","01.13Z",35,"(49.403431,3.362279)","CHAMPIGONNIERES DE LA PERRIERE"
"37823997400058","14.13Z",150,"(45.981614,5.352779)","COTELAC"
"32567538700014","23.61Z",35,"(49.992678,3.948417)","SAS ETABLISSEMENTS EDART"
"33572009000018","11.07A",35,"(44.895915,4.317875)","SOC D EXPLOITATION DES SOURCES ARCENS"
"39337386500020","21.20Z",35,"(45.836146,5.071796)","IONISOS"
"71378027800030","28.13Z",375,"(45.933966,4.814508)","DANFOSS COMMERCIAL COMPRESSEURS"
"33578023500024","20.15Z",35,"(49.39895,3.905413)","SOCIETE DES ENGRAIS DE BERRY AU BAC"
"39806902100028","32.50A",35,"(46.576485,3.321099)","J.D.L."
"42316962200028","10.51A",75,"(49.340395,3.550205)","LACTINOV BRAINE"
"95420083800090","25.92Z",225,"(49.584024,3.643229)","CROWN EMBALLAGE FRANCE SA"
"33266286500028","28.41Z",75,"(46.555035,3.333281)","SOCIETE DE MECANIQUE ET D'AUTOMATISME DU BOURBONNAIS"
"38322341900011","28.15Z",35,"(46.591671,3.508568)","ETS CHANDIOUX - ENGRENAGES ET TRANSMISSIONS"
"30327547300013","27.40Z",35,"(43.702478,7.165264)","RAGNI"
"37934891500057","28.22Z",35,"(43.77947,7.3355)","PROKODIS"
"44906526700014","20.59Z",150,"(44.804051,4.786191)","EURECAT FRANCE SAS"
"44454576800012","38.32Z",35,"(49.506503,4.380691)","SAS FERRARI"
"38921885000037","20.14Z",75,"(45.835898,5.264214)","SPEICHIM PROCESSING"
"40075387700010","32.50B",35,"(46.246305,5.637712)","CARRIER S.A.S"
"96750295600089","22.29A",75,"(46.210894,5.548391)","APNYL SA"
"33026394800011","29.32Z",375,"(49.645142,3.288637)","DUNLOP"
"35005058900141","38.11Z",35,"(49.646013,3.287181)","SEPUR"
"39462029800031","32.50B",375,"(49.062893,3.393911)","NOVACEL OPHTALMIQUE SAS"
"79054603000012","10.11Z",35,"(50.017272,3.780586)","L'ABATTOIR DE L'AISNE"
"65980317500077","13.91Z",75,"(49.843189,3.272572)","AUNDE FRANCE SA"
"81602028300130","23.52Z",35,"(46.082662,3.181911)","LHOIST FRANCE OUEST"
"39938489000048","20.53Z",75,"(43.611265,6.953422)","IPRA FRANCE INDUSTRIE DE PARFUMERIE ET RECHERCHES AROMATIQUES"
"30127612700075","17.22Z",35,"(45.25671,4.682211)","MANUFACTURE DE PRODUITS D'HYGIENE"
"80123392500057","32.12Z",75,"(44.914378,4.439429)","ALTESSE"
"42071261400023","10.82Z",35,"(44.615649,4.409957)","MARRONS IMBERT"
"43501020200024","58.13Z",35,"(45.856446,5.292401)","C I R A CENTRE D IMPRESSION RHONE ALPES"
"35155261700018","32.50A",35,"(45.161132,1.503062)","LABORATOIRE DENTAIRE MICHEL GOURDY"
"40415763800028","10.85Z",75,"(45.190331,1.464147)","FRANCEP GARNIER"
"39128834700035","26.51B",375,"(47.046111,2.340282)","AUXITROL SA"
"30938369300012","10.91Z",35,"(45.037248,1.607792)","ALIMENTS SIMBELIE - ETS SIMBELIE FR"
"45010520000031","26.30Z",35,"(49.407611,0.244437)","QUANTAFLOW"
"34241243400017","20.14Z",75,"(46.304113,-0.997439)","SIMAFEX"
"49901167400011","11.01Z",35,"(45.769607,-0.261404)","DISTILLERIE TURCOT"
"31484116400028","03.21Z",35,"(45.850511,-1.141689)","HUITRES LAMBERT"
"41500374800027","26.12Z",75,"(48.759489,-3.469327)","NOVATECH INDUSTRIES"
"32721519000015","02.20Z",35,"(45.402359,1.082387)","INDUSTRIE BOIS ROUSSEAU"
"71282106500018","16.10A",35,"(47.004568,6.55285)","SOCIETE GARNACHE FRERES"
"33313534100019","27.90Z",35,"(45.121021,4.818161)","CERAMIQUE MOULAGE EROME CME"
"30119329800017","11.02A",35,"(44.760143,5.357447)","LA CAVE DE DIE JAILLANCE"
"21250056501808","37.00Z",75,"(47.2168,6.00351)","STATION D'EPURATION DU PORT DOUVOT"
"24210041000115","38.11Z",35,"(47.33306,5.044136)","USINE D'INCINERATION ORDURES MENAGERES"
"38835376500026","24.45Z",375,"(47.622162,4.332091)","VALINOX NUCLEAIRE"
