"siret","code","workforce_count","coordinates","usual_name"
"66204483300033","15.11Z",75,"(48.386837,2.965886)","TANNERIE DE MONTEREAU"
"78497572400013","24.10Z",375,"(48.385935,2.979383)","SAM MONTEREAU"
"90565056000022","25.11Z",75,"(48.385714,2.924772)","CIRCET PYLONE"
"90705044700024","25.93Z",35,"(48.385893,2.924598)","LACHANT SPRING 77"
"31547453600101","42.11Z",75,"(48.368447,2.969023)","ENTREPRISE JEAN LEFEBVRE ILE DE FRANCE"
"78994559900031","28.21Z",35,"(48.87693,2.772773)","SERTHEL INDUSTRIE"
"30191844700063","28.22Z",35,"(48.841656,2.797077)","MECATEL"
"31901274600057","43.22B",35,"(48.846231,2.828794)","SOCIETE D'ENTRETIEN ET DE MAINTENANCE"
"38291820900042","29.20Z",35,"(48.833899,2.698769)","MODUL-SYSTEM SA"
"42049947700024","25.29Z",75,"(48.831661,2.732708)","CRYOPAL"
"30340751400031","25.73B",35,"(48.834274,2.702084)","FOP - PAVIE"
"43397652900050","28.22Z",150,"(48.833515,2.695761)","DEMATIC SAS"
"78655034300036","22.22Z",35,"(48.830844,2.735568)","SELVA"
"30340961900226","33.12Z",375,"(48.831293,2.712352)","TOYOTA MATERIAL HANDLING FRANCE"
"32502073300052","18.12Z",375,"(48.833005,2.727301)","SURYS"
"33090872400025","38.32Z",35,"(48.874711,2.688409)","VAL OM ENVIRONNEMENT"
"83017529500021","10.85Z",375,"(48.873454,2.688361)","WILLIAM SAURIN PRODUCTION"
"30558703200023","42.21Z",150,"(48.872877,2.680509)","TERRASSEMENTS ET CANALISATIONS"
"66201448900808","38.11Z",75,"(48.87629,2.679853)","SUEZ RV ILE-DE-FRANCE"
"70204471000029","58.11Z",375,"(48.877367,2.686374)","SOC DE DISTRIBUTION PRODUITS EDITION"
"34791402000099","28.22Z",150,"(48.857942,2.755801)","FIVES CONVEYING"
"74735167400011","25.73B",75,"(48.87456,2.686054)","S.F.O.B. MILLE"
"42130008800034","32.99Z",225,"(48.854659,2.767599)","BIC ECRITURE 2000"
"55208131790175","35.11Z",750,"(48.855177,2.768093)","EDF"
"96750469701051","21.20Z",75,"(48.862322,2.762823)","BOIRON"
"35158406500038","32.50B",35,"(48.865118,2.67123)","MEGA OPTIC DESIGN"
"32646680200047","43.21A",35,"(48.857092,2.755131)","SOCIETE D'EQUIPEMENTS ELECTRIQUES VATERNELLE"
"32281555600079","25.99B",75,"(48.897822,2.714781)","TECNIFLEX"
"74605004600018","28.15Z",35,"(48.889749,2.705529)","FRANCAISE ROULEMENT MANUTENTION"
"39980202400022","25.72Z",150,"(48.863913,2.674315)","BRICARD"
"32517613900047","25.62B",35,"(48.893464,2.710869)","ETABLISSEMENTS BARIOT ET CIE"
"25770410600034","37.00Z",35,"(48.87224,2.672731)","SYND INTERCOM ASSAINISSEMENT MARNE LA VALLEE"
"42007646500012","25.99B",35,"(48.868986,2.676878)","SAGIMECA NEW CO"
"44445672700031","28.99B",35,"(48.865489,2.671822)","POURTIER SAS"
"47974954100013","22.29B",35,"(48.865118,2.67123)","EXO SIGNS"
"62201274801066","38.21Z",35,"(48.874309,2.675093)","SUEZ RV ENERGIE"
"74695128400031","28.15Z",35,"(48.863909,2.672454)","ETABLISSEMENTS COUPERY ET MASSON SA"
"80853517300021","26.20Z",75,"(48.861725,2.67667)","ACRELEC MANUFACTURING"
"31538297800049","43.32B",35,"(48.868128,2.675845)","FERMETURES DE LA BRIE"
"32916700100059","18.12Z",35,"(48.864329,2.674221)","REALISATION GRAPHIQUE IMPRESSION"
"73206297100039","28.29A",35,"(48.853169,2.740591)","STOPPIL"
"43141899500046","29.20Z",150,"(48.827518,2.703012)","KLUBB FRANCE"
"30577571000059","20.20Z",35,"(48.825713,2.67715)","PRODUITS SANITAIRES AERONEFS"
"32798523000041","22.23Z",150,"(48.825991,2.678855)","AERECO SA"
"81280612300012","28.22Z",35,"(48.827518,2.703012)","KLUBB"
"77573816400059","23.44Z",35,"(48.824626,2.677335)","MICROCERTEC"
"44454012400070","31.01Z",35,"(48.829749,2.66908)","CLEN DEPARTEMENT COLUMBIA"
"56210383800065","26.51B",35,"(48.823996,2.677624)","ETABLISSEMENTS VILBER LOURMAT"
"31770530900027","18.12Z",35,"(48.828826,2.678067)","LES ATELIERS REUNIS DE MARNE LA VALLEE"
"59206334100024","28.14Z",35,"(48.829655,2.671851)","LE RACCORD INDUSTRIEL"
"38828790600019","28.12Z",35,"(48.797764,2.706772)","ERDEMIL"
"41839694100068","28.29B",35,"(48.798527,2.70659)","EMIC GROUPE"
"32056574000034","25.11Z",35,"(48.703929,2.620867)","PROMETAL"
"32254848800020","23.13Z",35,"(48.701403,2.604186)","SOC EXPLOIT VERRERIE INDUSTRIELLE"
"34289725300049","23.12Z",75,"(48.70346,2.625288)","VERTAL ILE DE FRANCE"
"80866078100028","27.12Z",150,"(48.694372,2.605562)","INDUSTRIELLE DE CONTROLE ET D'EQUIPEMENT"
"41494587300027","22.29B",35,"(48.686126,2.601869)","S.I.P. ET P.S.L. ET POLYPLAST"
"30154522400034","41.20B",35,"(48.697901,2.609877)","ETUDES ET REALISATIONS MODERNE ET ANCIEN"
"30941096700041","17.21C",35,"(48.703144,2.61224)","TILWEL"
"38345005300046","25.11Z",35,"(48.724262,2.652711)","ACCEMATIC"
"31196206200056","43.32A",35,"(48.697758,2.609691)","ATELIERS BONY"
"39169931100026","28.13Z",35,"(48.724903,2.656833)","SAUERMANN INDUSTRIE"
"31581422800021","43.34Z",35,"(48.696023,2.613128)","PEINTISOL"
"32788077900035","42.11Z",75,"(48.696299,2.611098)","ALPHA T.P"
"30220540600028","32.91Z",35,"(48.725009,2.660006)","BROSSERIE THOMAS"
"32766699600035","43.22A",35,"(48.725832,2.652368)","RPCS"
"25910270500011","38.11Z",150,"(48.686544,2.568907)","SYND MIXTE VALLEE YERRES ET DES SENARTS"
"48500745400013","38.21Z",35,"(48.686544,2.568907)","URBASYS"
"45750860400024","10.81Z",75,"(48.562688,3.008707)","LESAFFRE FRERES"
"25770529300039","38.11Z",75,"(48.560408,3.031458)","SYNDICAT MIXTE DE L EST SEINE ET MARNE TRAITEMENT DES ORDURES MENAGERES"
"61202867000026","22.23Z",35,"(48.5632289,3.0058098)","FORNELLS"
"97220177600044","23.12Z",35,"(48.553389,3.021729)","MACOCCO IDF"
"33073077100350","33.20A",225,"(48.560971,3.032991)","SERMIG"
"30524079800069","22.29B",35,"(48.646188,2.818758)","DIFFUSION RUBANS ADHESIFS INDUSTRIELS EMBALLAGES DRAIE"
"35146649500022","10.61A",75,"(48.64323,2.824169)","USINE DE VERNEUIL"
"54200982400161","01.11Z",35,"(48.642104,2.838777)","LIMAGRAIN EUROPE"
"95035622000026","26.51B",35,"(48.871073,2.012675)","INTERSCIENCE"
"34488501700022","22.19Z",35,"(48.905318,1.861983)","MARNI"
"39019225000038","29.20Z",35,"(48.947734,2.188557)","MVR EVOLUTION"
"42143722900022","10.82Z",35,"(48.90786,1.858079)","COLAS"
"35318645500039","30.30Z",75,"(48.951262,2.188416)","BRONZAVIA INDUSTRIE"
"39472837200043","27.32Z",35,"(48.950608,2.187238)","AEP ELECTRONIQUE"
"40024008100010","25.11Z",35,"(48.950702,2.186608)","STE NOUVELLE EXPLOIT VENTIL GAINE"
"40320413400031","25.11Z",35,"(48.953564,2.179371)","ISCHEBECK FRANCE"
"44173490200022","28.25Z",35,"(48.952232,2.186313)","LABECO"
"42870397900057","74.20Z",150,"(48.951164,2.188355)","PHOTOBOX SAS"
"55213722600023","25.99B",75,"(48.933739,2.175369)","TUYAUX FLEXIBLES RUDOLPH"
"59202334500099","20.42Z",75,"(48.94861,2.192854)","ACADEMIE SCIENTIFIQUE DE BEAUTE"
"45371190500100","38.11Z",75,"(48.949479,2.194969)","EUROPE SERVICES DECHETS"
"78540809700026","27.11Z",75,"(48.952979,2.183866)","SEMIKRON"
"31102319600026","25.50B",35,"(48.94693,2.186445)","SOCERP-BRUCIAFERI SAS"
"32495061700047","41.20A",35,"(48.937568,2.172213)","CONSTRUCTIONS SINA"
"39038253900018","96.02A",35,"(48.897688,2.092485)","FRANCK PROVOST"
"43372214700025","20.42Z",150,"(48.915674,2.205371)","ALES GROUPE INDUSTRIE"
"43318512100129","26.51B",225,"(48.898559,2.064823)","IXBLUE"
"43399847300469","37.00Z",35,"(48.984516,2.117074)","OTV"
"31486631000035","42.11Z",75,"(48.95494,2.086223)","SOCIETE REUNIES BERGEON BURET-GALLAND"
"60980153500012","28.29B",35,"(48.918446,2.196825)","DUBERNARD"
"34300615100033","28.99B",75,"(48.921176,2.210815)","RIBER"
"34340353103047","38.11Z",35,"(48.918292,2.204971)","COLLECTES VALORISATION ENERGIE DECHETS - COVED"
"80842372700029","20.30Z",225,"(48.915556,2.206261)","SEALANTS EUROPE"
"35378241000024","13.95Z",75,"(48.919458,2.210109)","TENCATE GEOSYNTHETICS FRANCE"
"38033285800048","26.51B",35,"(48.920605,2.213166)","JRI"
"51055570900060","10.71A",35,"(48.919051,2.2138)","L G B P"
"31375987000055","43.99C",35,"(48.928078,2.228462)","GENERALE DE TRAVAUX DE PROJETS DE REHABILITATION"
"54203575300020","22.19Z",150,"(48.915556,2.206261)","LE JOINT FRANCAIS"
"59203154600027","25.72Z",75,"(48.916897,2.210641)","YVEL"
"32116504500097","28.25Z",35,"(48.89362,2.151346)","EPTA FRANCE SAS"
"60980153500061","28.29B",35,"(48.937108,2.210778)","DUBERNARD"
"55211417500086","27.11Z",375,"(48.89362,2.151346)","THALES AVIONICS ELECTRICAL SYSTEMS SAS"
"41061590000025","28.13Z",150,"(48.894911,2.152013)","WILO FRANCE"
"41908804200017","28.92Z",35,"(48.895214,2.150219)","HERRENKNECHT FRANCE"
"70980740800030","21.20Z",225,"(48.906132,2.16003)","LABORATOIRES MAYOLY SPINDLER"
"31164184900063","43.34Z",35,"(48.944032,2.139972)","HARMONIE"
"30679486800035","10.71C",35,"(48.889329,2.158252)","ETS ROULLEAUX"
"41019087000015","28.29B",75,"(48.913602,2.200135)","LE BOZEC FILTRATION ET SYSTEMES"
"21750001613491","37.00Z",35,"(48.950791,2.151409)","VILLE DE PARIS"
"57980076400055","25.94Z",150,"(48.903894,2.115163)","SA ATELIERS LR ETANCO"
"62201274800936","38.21Z",35,"(48.908249,2.16148)","SUEZ RV ENERGIE"
"42134563800033","38.11Z",225,"(48.915203,2.203209)","TAIS"
"30656320600052","20.41Z",35,"(48.778009,2.022976)","FRANKLAB"
"32192056300038","43.29A",35,"(48.916459,2.202026)","SOCIETE EUROPEENNE D'ETANCHEITE FLEISCHMAN"
"31863464900020","36.00Z",75,"(48.852171,2.108198)","SOC EAUX VERSAILLES-ST CLOUD"
"52021451100039","26.30Z",150,"(48.793872,2.036604)","KONTRON TRANSPORTATION FRANCE SAS"
"55204883700397","28.15Z",375,"(48.778453,2.025769)","SKF FRANCE"
"55980075000205","28.14Z",375,"(48.775191,2.014921)","TYCO INTEGRATED FIRE & SECURITY FRA"
"59205630300064","29.31Z",375,"(48.793103,2.047385)","LEONI WIRING SYSTEMS FRANCE"
"30258846200200","42.91Z",1500,"(48.790664,2.043606)","SAIPEM SA"
"32870500900194","28.41Z",75,"(48.765736,1.995761)","COMAU FRANCE"
"32995921700087","27.40Z",75,"(48.765736,1.995761)","MARELLI AUTOMOTIVE LIGHTING FRANCE"
"31863464900137","37.00Z",35,"(48.793502,1.983092)","SOC EAUX VERSAILLES-ST CLOUD"
"42213598800026","26.12Z",35,"(48.792062,1.980403)","A2R ELECTRONIQUE"
"44419771900024","26.12Z",35,"(48.78719,1.973086)","ERMATEL"
"39343379200040","28.14Z",35,"(48.765519,1.988628)","SVX"
"55212692200087","28.14Z",150,"(48.786898,1.975901)","SPIRAX SARCO"
"41968381800183","29.10Z",375,"(48.765521,1.992385)","IVECO FRANCE"
"57210610200047","10.83Z",35,"(48.768289,1.990733)","ETABLISSEMENTS GEORGE CANNON"
"51003630400010","10.71A",75,"(48.764728,2.000214)","SOFRAPAIN"
"59205230201969","28.22Z",375,"(48.765982,1.989745)","KONE"
"53218103900076","29.10Z",35,"(48.762495,1.996707)","MPM COMPANY"
"61205654900043","22.29A",150,"(48.770047,2.007707)","HELLERMANN - CUBOPLASTIC - TYTON - RW D"
"61980367900114","37.00Z",75,"(48.770929,1.997192)","ENTREPRISE ASSAINISSEMENT VOIERIE"
"77570814200010","28.13Z",150,"(48.771696,1.998833)","POMPES SIHI"
"65204482700200","29.32Z",35,"(48.765736,1.995761)","MAGNETI MARELLI FRANCE"
"38214190100100","28.29B",35,"(48.80187,1.966356)","ATS CULLIGAN"
"48260577100104","30.30Z",35,"(48.801283,1.980878)","SAFRAN AEROSYSTEMS"
"30134058406415","43.22B",75,"(48.766597,1.974265)","C G S T SAVE"
"30243031900046","10.20Z",35,"(48.766969,1.986742)","MARINA SEA FOOD"
"63980438400019","26.51B",750,"(48.801283,1.980878)","INTERTECHNIQUE"
"31882671600082","28.22Z",35,"(48.79937,1.954265)","ALFYMA"
"81202230900023","26.51A",75,"(48.795906,1.952819)","HENSOLDT FRANCE SAS"
"32902578700022","33.20B",35,"(48.799154,1.955074)","C.I.C. REFRIGERATION"
"34340353103153","38.11Z",35,"(48.78692,2.050095)","COLLECTES VALORISATION ENERGIE DECHETS - COVED"
"32415600900106","28.29B",75,"(48.788482,2.058223)","DURR SYSTEMS"
"32859184700020","01.11Z",75,"(48.775049,2.089227)","AGRI-OBTENTIONS"
"34395254500030","29.10Z",35,"(48.770963,2.073603)","D.TROIS"
"64202039000109","28.29B",150,"(48.785619,2.05548)","SOGEFI FILTRATION"
"44428036600048","32.50A",35,"(48.787499,2.056674)","VASCUTEK FRANCE"
"51558042100151","29.32Z",35,"(48.785619,2.05548)","SOGEFI SUSPENSIONS"
"78012998703575","29.10Z",10000,"(48.756794,2.079319)","RENAULT SAS"
"30791812800090","29.32Z",35,"(48.793471,1.97817)","EBERSPACHER SYSTEMES D ECHAPPEMENT SAS"
"32883412200033","29.32Z",35,"(48.793471,1.97817)","EBERSPACHER"
"34893638600526","28.22Z",225,"(48.797486,1.976687)","FENWICK-LINDE"
"42861039800086","26.51B",150,"(48.797997,1.975536)","SPHEREA TEST & SERVICES"
"38347509200110","26.51A",1500,"(48.790641,1.974156)","THALES DMS FRANCE SAS"
"39323250900033","26.51A",75,"(48.796532,1.972109)","GDI SIMULATION"
"39334151600119","30.30Z",750,"(48.796532,1.972109)","AIRBUS DEFENCE AND SPACE SAS"
"31213921500023","33.16Z",375,"(48.799556,1.979853)","SOCIETE DE CONSTRUCTION ET DE REPARATION DE MATERIEL AERONAUTIQUE CRMA"
"48797482600033","26.40Z",35,"(48.793733,1.977855)","BLUELINEA"
"50524077000022","27.11Z",35,"(48.79918,1.974214)","MOTOREDUCTEURS R.VASSAL"
"33000546300048","43.33Z",35,"(48.781583,1.971009)","RESINE 2000"
"68980111600039","28.29B",75,"(48.797443,1.977351)","ALFA LAVAL MOATTI"
"54850190700297","20.11Z",35,"(48.757738,1.929805)","AIR PRODUCTS"
"32333911900030","32.50A",75,"(48.826804,1.972326)","SOCIETE LABODIAL"
"40271979300018","26.11Z",75,"(48.826809,1.972975)","COBHAM MICROWAVE"
"41892972500038","26.51B",75,"(48.826845,1.973633)","HUMIREL ENTRAN - ATEX"
"05680065901427","43.21A",150,"(48.760085,1.930263)","SNEF"
"30105288200026","28.12Z",150,"(48.816279,1.983398)","PERMASWAGE"
"32519419900023","25.62B",35,"(48.758078,1.918128)","M.A.C."
"30432713300068","26.51B",75,"(48.826691,1.971466)","ATEQ"
"30380394400022","25.61Z",35,"(48.826938,1.975481)","MALDANER"
"40853724900034","32.50A",75,"(48.76023,2.063039)","CAREFUSION FRANCE 205 SAS"
"32916815700660","42.11Z",150,"(48.831794,1.996656)","COLAS ILE DE FRANCE NORMANDIE"
"43979237500016","25.73B",35,"(48.728255,2.080603)","S.N. APAGEO"
"47865850300048","28.29B",75,"(48.76023,2.063039)","CULLIGAN FRANCE"
"58214017400027","32.99Z",35,"(48.75684,2.056382)","ESTIVAL"
"32940414900208","28.12Z",150,"(48.756738,1.923044)","EATON"
"32642171600035","25.62B",35,"(48.727798,2.078243)","MECAFLASH"
"32916815700173","42.11Z",225,"(48.750173,2.06672)","COLAS ILE DE FRANCE NORMANDIE"
"32916815700868","43.99C",35,"(48.750373,2.06672)","BATIMENT REHABILITATION"
"31402366400035","33.20D",35,"(48.750184,1.918565)","SOCIETE ANALYSE DETECTION SECURITE"
"32916815700876","41.20B",75,"(48.750273,2.06662)","BATIMENT MILIEU OCCUPE IDF"
"32916815700884","41.20B",75,"(48.750273,2.06682)","BATIMENT TRAVAUX NEUFS"
"33131210800037","28.11Z",750,"(48.757412,1.948377)","VALEO SYSTEMES THERMIQUES"
"32696614000112","43.21A",75,"(48.743812,1.925049)","EIFFAGE ENERGIE SYSTEMES - AUTOMATISMES & ROBOTIQUE"
"33518769600034","26.11Z",375,"(48.991693,1.683575)","LINXENS FRANCE"
"09572031400236","41.10A",150,"(48.740107,1.911519)","HEXAOM - MAISONS FRANCE CONFORT- MFC - RENOVERT - MAISONS OPEN - OPEN - MAISONS BALENCY"
"82027389400023","31.09B",150,"(49.002158,1.703828)","PARIS BEDDING"
"83014444000013","22.29A",35,"(49.000907,1.67546)","DELAMARE SOVRA SAS"
"75258677600011","20.42Z",150,"(48.918983,2.033761)","FAREVA POISSY"
"31399722300018","26.51B",150,"(48.934636,2.056844)","ENVEA"
"40033655800046","10.71A",35,"(48.920522,2.03653)","FRANCE PAIN"
"42079743300141","29.32Z",35,"(48.938927,2.048362)","FAURECIA SYSTEMES D'ECHAPPEMENT"
"51363480800127","29.32Z",35,"(48.947324,2.065326)","SOCIETE NOUVELLEWM EN ABREGE 'WM'"
"78511000800030","22.19Z",35,"(48.945272,2.066016)","USINES GABRIEL WATTELEZ"
"54206547900322","29.10Z",3500,"(48.938927,2.048362)","PSA AUTOMOBILES SA"
"54206547900926","29.10Z",3500,"(48.933774,2.043907)","PSA AUTOMOBILES SA"
"31638919600171","33.13Z",75,"(48.945306,2.064605)","FIRAC"
"35005058900257","38.11Z",150,"(49.007192,2.082908)","SEPUR"
"31792446200037","21.20Z",150,"(49.006562,2.076415)","LABORATOIRES GRIMBERG SA"
"33851867300037","22.29A",35,"(49.009124,2.083195)","NISSHA MEDICAL TECHNOLOGIES SAS"
"35301924300024","25.93Z",75,"(49.005825,2.077006)","RESSORTS HUON DUBOIS"
"34923878200024","27.11Z",75,"(49.002391,2.102271)","THALES AVIONICS ELECTRICAL MOTORS SAS"
"66980124300017","23.91Z",375,"(49.006088,2.116082)","SAINT-GOBAIN ABRASIFS"
"42118389800020","26.51B",75,"(49.006402,2.078131)","BIA"
"33843975500046","58.11Z",75,"(48.980259,1.894409)","EDITIONS SED"
"31465812100053","43.34Z",35,"(49.010314,2.091337)","MARCEL HAMON"
"32916815700355","42.11Z",150,"(49.006088,2.116082)","AGENCE SNPR YVELINES-VAL D OISE"
"34484499800130","29.32Z",75,"(48.994528,1.896273)","AKWEL SA"
"56211034600060","23.32Z",75,"(48.985241,1.902084)","TERREAL"
"51903224700040","30.30Z",750,"(49.002364,1.923213)","ARIANEGROUP SAS"
"54210000300160","24.20Z",35,"(48.978657,1.891772)","BUNDY ET HURON"
"55205003100038","28.15Z",35,"(48.994605,1.925383)","TOUS LES COUSSINETS"
"31547453600333","42.11Z",150,"(48.98658,1.897375)","ENTREPRISE JEAN LEFEBVRE ILE DE FRANCE"
"39482501200013","20.30Z",35,"(48.966256,2.05812)","WEILBURGER FRANCE SAS"
"57950411900051","20.51Z",75,"(48.995878,1.933901)","PYROALLIANCE"
"44536351800033","32.20Z",150,"(48.982704,1.715723)","BUFFET CRAMPON"
"48010791100178","26.51A",375,"(48.980575,1.704988)","SAFRAN ELECTRONICS & DEFENSE"
"68980388000012","22.29B",150,"(48.994602,1.923374)","DIFFUSION INTERNATIONALE ARTICLES MANUF"
"77815070600019","20.30Z",150,"(48.978718,1.722138)","AXALTA COATING SYSTEMS FRANCE SAS"
"31411950400251","20.11Z",35,"(48.985031,1.757806)","AIR LIQUIDE FRANCE INDUSTRIE"
"57201828100020","32.20Z",375,"(48.981488,1.713612)","HENRI SELMER PARIS"
"34246617400089","38.32Z",35,"(48.975211,1.750868)","DIELIX SAS"
"47840460100013","21.20Z",150,"(48.991997,1.756129)","NEXTPHARMA SAS"
"40067314100018","22.23Z",35,"(48.997178,1.722677)","LES MARINES DE LIMAY"
"42821903400132","23.61Z",35,"(48.981678,1.752469)","ALKERN MLX"
"49770980800024","38.32Z",75,"(48.978722,1.740158)","FRANCE PLASTIQUES RECYCLAGE"
"55980010700075","37.00Z",35,"(48.990702,1.759551)","VIDANGES REUNIES  S V R"
"62201950300052","20.14Z",150,"(48.991027,1.757346)","PCAS"
"52072416200026","38.21Z",35,"(48.977159,1.743225)","RECYC MATELAS EUROPE"
"65382053000653","38.32Z",35,"(48.979282,1.747269)","GDE NEGOCE"
"82027389400031","31.09B",150,"(48.989994,1.761832)","PARIS BEDDING"
"97632030900207","23.61Z",150,"(48.991833,1.747454)","KP1"
"30377298200029","38.22Z",375,"(48.975673,1.751122)","SARP INDUSTRIES"
"55980167500070","29.32Z",35,"(48.945474,2.025483)","GKN DRIVELINE SA"
"41030348100049","38.12Z",35,"(48.969483,2.006693)","GENERIS"
"57980076400048","25.94Z",150,"(48.96812,1.845584)","SA ATELIERS LR ETANCO"
"77734425000033","10.83Z",35,"(48.97032,2.009413)","LOUIS PFAFF ET COMPAGNIE"
"30198456300132","23.61Z",35,"(48.971115,1.848214)","STRADAL"
"59682033200200","29.32Z",150,"(48.966956,1.851126)","AUTONEUM FRANCE"
"78012998701892","29.10Z",3500,"(48.977049,1.847696)","RENAULT SAS"
"57578002800123","17.21A",35,"(48.967573,2.034556)","SICAL"
"39380139400056","38.32Z",150,"(48.966994,2.028752)","DING FRING"
"57980146500025","28.99B",35,"(48.973404,1.992167)","ETABLISSEMENTS JANBAC"
"60980313500035","28.93Z",35,"(48.973833,1.997078)","SAVY ET GOISEAU"
"65480068900162","23.51Z",75,"(48.97683,1.811688)","CIMENTS CALCIA"
"32803102600060","25.11Z",35,"(48.92869,1.979317)","SPL"
"30634946500105","38.11Z",75,"(48.991997,1.653973)","SOTREMA"
"32614449000033","24.45Z",75,"(48.958239,1.824021)","APERAM ALLOYS RESCAL"
"38421717000016","29.20Z",75,"(48.956576,1.83004)","A S C A"
"39021165400046","31.01Z",35,"(48.959677,1.816953)","SEQUOIA"
"39008495200048","25.73A",35,"(48.950122,1.9309)","INDUSTRIE FRANCE EPROUVETTES"
"44536351800041","32.20Z",35,"(48.975484,1.695516)","BUFFET CRAMPON"
"77572139200360","38.12Z",35,"(48.95069,1.92798)","SEVIA"
"34060732400027","20.14Z",35,"(48.984431,1.79523)","RECHERCHE EXPLOITATION PRODUITS"
"52510066500021","23.13Z",75,"(48.958828,1.809158)","COSTET DECORATION"
"33848195500114","30.30Z",375,"(48.990651,1.669602)","SAFRAN HELICOPTER ENGINES"
"39263124800094","21.20Z",150,"(48.985326,1.760122)","AGA MEDICAL SA - LINDE HEALTHCARE - LINDE GAS"
"38374405900106","28.13Z",150,"(48.986593,1.681023)","SULZER POMPES FRANCE"
"55208131785332","35.11Z",225,"(48.973443,1.765803)","UPTI"
"30499397500032","43.99E",35,"(48.992179,1.67572)","MEDIACO YVELINES"
"77734509100022","24.10Z",375,"(48.983131,1.763042)","ACIERIES ET LAMINOIRS DE PARIS ALPA"
"09728023400184","25.11Z",35,"(48.992962,1.670787)","CANCE CONSTRUCTIONS METALLIQUES"
"35271474500044","10.82Z",150,"(49.004094,1.901309)","ECALLEBAUT"
"30535110800074","33.20D",75,"(48.937563,1.949792)","EIFFAGE ENERGIE SYSTEMES-TELECOM METRALOR"
"43877352500011","10.82Z",150,"(49.004094,1.901309)","BARRY CALLEBAUT MANUFACTURING FRANCE"
"30134058406118","43.22B",35,"(48.96845,1.901476)","C G S T SAVE"
"30185816300043","17.21A",35,"(48.965939,1.731195)","ETABLISSEMENTS F DUTHOIT"
"64201616602048","23.63Z",75,"(48.962253,1.735404)","UNIBETON"
"41015660800177","37.00Z",35,"(48.968652,1.897293)","SUEZ RV OSIS IDF"
"65480068900022","23.51Z",375,"(48.962253,1.735404)","CIMENTS CALCIA"
"56211088200635","08.12Z",35,"(49.0314,1.685815)","LAFARGEHOLCIM GRANULATS"
"30191755500064","41.20B",35,"(48.951967,1.979029)","MILAPRAT"
"70980175700010","24.10Z",225,"(49.034029,1.565181)","ITON SEINE"
"79448523500012","23.63Z",35,"(49.056251,1.610003)","JOUEN MATERIAUX"
"31744040200046","43.99A",35,"(49.033935,1.57247)","YVELINES-ETANCHEITE"
"31228513300178","25.99B",35,"(49.036422,1.604387)","LINDAB FRANCE"
"31257385000038","25.12Z",35,"(49.039541,1.589144)","SERRURERIE CHAUDRONNERIE BOUFFIER-HEURTAUT"
"31472202600122","29.31Z",75,"(48.650794,1.834817)","CONTINENTAL AUTOMOTIVE FRANCE"
"31789755100048","28.29B",150,"(48.622133,1.828612)","DOMINO"
"25280334100152","38.21Z",35,"(48.656051,1.842067)","QUAI DE TRANSFERT"
"45371190500076","38.11Z",75,"(48.642206,1.8465)","EUROPE SERVICES DECHETS"
"32518585800025","27.12Z",35,"(48.725958,1.898566)","MAINTENANCE TECHNIQUES NOUVELLES"
"40441694300011","38.21Z",35,"(48.624353,1.82463)","SETRI"
"54207323400115","22.22Z",75,"(48.626539,1.843977)","ALPLA FRANCE"
"70980237500051","28.92Z",35,"(48.704137,1.86064)","EMCI"
"63980488900033","22.29B",35,"(48.652239,1.838224)","POLYSEM"
"80295278800015","26.12Z",150,"(48.650794,1.834817)","VIAPAQ SAS"
"30918204600024","10.72Z",35,"(48.703487,1.854509)","SOCIETE BISCUITERIE ERTE"
"34875625500025","20.14Z",150,"(48.70402,1.858331)","SEDERMA"
"71980664800015","20.30Z",35,"(48.68296,1.840462)","EMPREINTE SPECIALITES"
"31513064100014","10.51C",75,"(48.578632,1.940945)","FROMAGERIES RAMBOL"
"78523735500033","25.73A",35,"(48.561867,1.93283)","ROUXEL MOLD"
"55980010700059","37.00Z",35,"(48.623359,1.823273)","VIDANGES REUNIES  S V R"
"30021801300013","43.32B",35,"(48.522065,1.831964)","SERRURERIE RATIONNELLE DU BATIMENT"
"58202226500133","20.42Z",150,"(48.589564,1.780672)","INSTITUT GUERLAIN 5"
"30149919000017","10.11Z",75,"(48.795372,1.59115)","ETABLISSEMENTS GUY HARANG"
"30303266800020","01.50Z",75,"(48.677658,1.650948)","FERME DE LA TREMBLAYE"
"57980059000039","20.42Z",35,"(48.789398,1.58642)","LABORATOIRES PROD'HYG"
"49321507300013","31.09B",35,"(48.789337,1.589289)","IDEAFORM"
"70980571700028","17.23Z",35,"(48.796042,1.601858)","RAINEX"
"81058510900020","21.20Z",75,"(48.789337,1.589289)","ADARE PHARMACEUTICALS SAS"
"38462082900018","21.20Z",35,"(48.797891,1.67329)","COLORCON"
"16000017000029","91.02Z",35,"(48.803554,2.12671)","PETITE ECURIE DU ROI ATELIERS REST"
"34824492200012","96.02A",35,"(48.808324,2.125304)","ALCO"
"42132026800087","27.33Z",75,"(48.79412,2.137722)","SOURIAU"
"37970634400031","25.40Z",150,"(48.782466,2.104785)","NEXTER SYSTEMS"
"37970634400056","25.40Z",750,"(48.783158,2.095901)","NEXTER SYSTEMS"
"42234087700014","10.13B",35,"(48.805456,2.131475)","LES DELICES DU PALAIS"
"51921940600021","90.03A",75,"(48.795284,2.139822)","ART PARTENAIRE"
"47873621800023","71.11Z",35,"(48.811886,2.135305)","COMODIS INGENIERIE"
